experiment,fold,feature,importance
E4_LOOCV,38,receive_schedule,0.04697729941034439
E4_LOOCV,38,receive_date_schedule_status,0.0
E4_LOOCV,38,receive_month_end_flag,0.0
E4_LOOCV,38,limited_receive_schedule_flag,0.560248926904567
E4_LOOCV,38,cutoff_value_feature,0.0
E4_LOOCV,38,days_to_cutoff_feature,0.39277377368508865
E4_LOOCV,38,next_receive_day_gap_feature,0.0
E4_LOOCV,38,receive_weekday_code,0.0
E4_LOOCV,38,receive_week_of_month,0.0
E4_LOOCV,38,receive_day_of_month,0.0
E4_LOOCV,39,cutoff_rule,0.0
E4_LOOCV,39,receive_day_code,0.0
E4_LOOCV,39,receive_schedule,0.0
E4_LOOCV,39,receive_date_schedule_status,0.0
E4_LOOCV,39,receive_month_end_flag,0.0
E4_LOOCV,39,limited_receive_schedule_flag,0.5612591307470657
E4_LOOCV,39,cutoff_value_feature,0.0
E4_LOOCV,39,days_to_cutoff_feature,0.4061931200286757
E4_LOOCV,39,next_receive_day_gap_feature,0.0
E4_LOOCV,39,receive_weekday_code,0.0
E4_LOOCV,39,receive_week_of_month,0.0
E4_LOOCV,39,receive_day_of_month,0.03254774922425865
E4_LOOCV,40,cutoff_rule,0.0
E4_LOOCV,40,receive_day_code,0.5685689904524986
E4_LOOCV,40,receive_schedule,0.0
E4_LOOCV,40,receive_date_schedule_status,0.0
E4_LOOCV,40,receive_month_end_flag,0.0
E4_LOOCV,40,limited_receive_schedule_flag,0.0
E4_LOOCV,40,cutoff_value_feature,0.0
E4_LOOCV,40,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,40,next_receive_day_gap_feature,0.0
E4_LOOCV,40,receive_weekday_code,0.0
E4_LOOCV,40,receive_week_of_month,0.0
E4_LOOCV,40,receive_day_of_month,0.03282428804209939
E4_LOOCV,41,cutoff_rule,0.0
E4_LOOCV,41,receive_day_code,0.5685689904524986
E4_LOOCV,41,receive_schedule,0.0
E4_LOOCV,41,receive_date_schedule_status,0.0
E4_LOOCV,41,receive_month_end_flag,0.0
E4_LOOCV,41,limited_receive_schedule_flag,0.0
E4_LOOCV,41,cutoff_value_feature,0.03282428804209939
E4_LOOCV,41,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,41,next_receive_day_gap_feature,0.0
E4_LOOCV,41,receive_weekday_code,0.0
E4_LOOCV,41,receive_week_of_month,0.0
E4_LOOCV,41,receive_day_of_month,0.0
E4_LOOCV,42,cutoff_rule,0.0
E4_LOOCV,42,receive_day_code,0.5685689904524986
E4_LOOCV,42,receive_schedule,0.0
E4_LOOCV,42,receive_date_schedule_status,0.0
E4_LOOCV,42,receive_month_end_flag,0.0
E4_LOOCV,42,limited_receive_schedule_flag,0.0
E4_LOOCV,42,cutoff_value_feature,0.03282428804209939
E4_LOOCV,42,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,42,next_receive_day_gap_feature,0.0
E4_LOOCV,42,receive_weekday_code,0.0
E4_LOOCV,42,receive_week_of_month,0.0
E4_LOOCV,42,receive_day_of_month,0.0
E4_LOOCV,43,cutoff_rule,0.0
E4_LOOCV,43,receive_day_code,0.5612591307470656
E4_LOOCV,43,receive_schedule,0.0
E4_LOOCV,43,receive_date_schedule_status,0.0
E4_LOOCV,43,receive_month_end_flag,0.0
E4_LOOCV,43,limited_receive_schedule_flag,0.0
E4_LOOCV,43,cutoff_value_feature,0.0
E4_LOOCV,43,days_to_cutoff_feature,0.4061931200286757
E4_LOOCV,43,next_receive_day_gap_feature,0.0
E4_LOOCV,43,receive_weekday_code,0.0
E4_LOOCV,43,receive_week_of_month,0.0
E4_LOOCV,43,receive_day_of_month,0.03254774922425865
E4_LOOCV,44,cutoff_rule,0.0
E4_LOOCV,44,receive_day_code,0.5685689904524986
E4_LOOCV,44,receive_schedule,0.0
E4_LOOCV,44,receive_date_schedule_status,0.0
E4_LOOCV,44,receive_month_end_flag,0.0
E4_LOOCV,44,limited_receive_schedule_flag,0.0
E4_LOOCV,44,cutoff_value_feature,0.0
E4_LOOCV,44,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,44,next_receive_day_gap_feature,0.0
E4_LOOCV,44,receive_weekday_code,0.0
E4_LOOCV,44,receive_week_of_month,0.0
E4_LOOCV,44,receive_day_of_month,0.03282428804209939
E4_LOOCV,45,cutoff_rule,0.0
E4_LOOCV,45,receive_day_code,0.0
E4_LOOCV,45,receive_schedule,0.0
E4_LOOCV,45,receive_date_schedule_status,0.0
E4_LOOCV,45,receive_month_end_flag,0.0
E4_LOOCV,45,limited_receive_schedule_flag,0.5685689904524986
E4_LOOCV,45,cutoff_value_feature,0.03282428804209939
E4_LOOCV,45,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,45,next_receive_day_gap_feature,0.0
E4_LOOCV,45,receive_weekday_code,0.0
E4_LOOCV,45,receive_week_of_month,0.0
E4_LOOCV,45,receive_day_of_month,0.0
E4_LOOCV,46,cutoff_rule,0.0
E4_LOOCV,46,receive_day_code,0.0
E4_LOOCV,46,receive_schedule,0.5685689904524986
E4_LOOCV,46,receive_date_schedule_status,0.0
E4_LOOCV,46,receive_month_end_flag,0.0
E4_LOOCV,46,limited_receive_schedule_flag,0.0
E4_LOOCV,46,cutoff_value_feature,0.03282428804209939
E4_LOOCV,46,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,46,next_receive_day_gap_feature,0.0
E4_LOOCV,46,receive_weekday_code,0.0
E4_LOOCV,46,receive_week_of_month,0.0
E4_LOOCV,46,receive_day_of_month,0.0
E4_LOOCV,47,cutoff_rule,0.0
E4_LOOCV,47,receive_day_code,0.5685689904524986
E4_LOOCV,47,receive_schedule,0.0
E4_LOOCV,47,receive_date_schedule_status,0.0
E4_LOOCV,47,receive_month_end_flag,0.0
E4_LOOCV,47,limited_receive_schedule_flag,0.0
E4_LOOCV,47,cutoff_value_feature,0.03282428804209939
E4_LOOCV,47,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,47,next_receive_day_gap_feature,0.0
E4_LOOCV,47,receive_weekday_code,0.0
E4_LOOCV,47,receive_week_of_month,0.0
E4_LOOCV,47,receive_day_of_month,0.0
E4_LOOCV,48,cutoff_rule,0.0
E4_LOOCV,48,receive_day_code,0.6031026605544183
E4_LOOCV,48,receive_schedule,0.0
E4_LOOCV,48,receive_date_schedule_status,0.0
E4_LOOCV,48,receive_month_end_flag,0.0
E4_LOOCV,48,limited_receive_schedule_flag,0.0
E4_LOOCV,48,cutoff_value_feature,0.03330713524271925
E4_LOOCV,48,days_to_cutoff_feature,0.3635902042028625
E4_LOOCV,48,next_receive_day_gap_feature,0.0
E4_LOOCV,48,receive_weekday_code,0.0
E4_LOOCV,48,receive_week_of_month,0.0
E4_LOOCV,48,receive_day_of_month,0.0
E4_LOOCV,49,cutoff_rule,0.0
E4_LOOCV,49,receive_day_code,0.0
E4_LOOCV,49,receive_schedule,0.0
E4_LOOCV,49,receive_date_schedule_status,0.0
E4_LOOCV,49,receive_month_end_flag,0.0
E4_LOOCV,49,limited_receive_schedule_flag,0.5685689904524986
E4_LOOCV,49,cutoff_value_feature,0.03282428804209939
E4_LOOCV,49,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,49,next_receive_day_gap_feature,0.0
E4_LOOCV,49,receive_weekday_code,0.0
E4_LOOCV,49,receive_week_of_month,0.0
E4_LOOCV,49,receive_day_of_month,0.0
E4_LOOCV,50,cutoff_rule,0.0
E4_LOOCV,50,receive_day_code,0.0
E4_LOOCV,50,receive_schedule,0.0
E4_LOOCV,50,receive_date_schedule_status,0.0
E4_LOOCV,50,receive_month_end_flag,0.0
E4_LOOCV,50,limited_receive_schedule_flag,0.5685689904524985
E4_LOOCV,50,cutoff_value_feature,0.032824288042099393
E4_LOOCV,50,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,50,next_receive_day_gap_feature,0.0
E4_LOOCV,50,receive_weekday_code,0.0
E4_LOOCV,50,receive_week_of_month,0.0
E4_LOOCV,50,receive_day_of_month,0.0
E4_LOOCV,51,cutoff_rule,0.0
E4_LOOCV,51,receive_day_code,0.0
E4_LOOCV,51,receive_schedule,0.0
E4_LOOCV,51,receive_date_schedule_status,0.0
E4_LOOCV,51,receive_month_end_flag,0.0
E4_LOOCV,51,limited_receive_schedule_flag,0.5612591307470657
E4_LOOCV,51,cutoff_value_feature,0.0
E4_LOOCV,51,days_to_cutoff_feature,0.4061931200286757
E4_LOOCV,51,next_receive_day_gap_feature,0.0
E4_LOOCV,51,receive_weekday_code,0.0
E4_LOOCV,51,receive_week_of_month,0.0
E4_LOOCV,51,receive_day_of_month,0.03254774922425865
E4_LOOCV,52,cutoff_rule,0.0
E4_LOOCV,52,receive_day_code,0.0
E4_LOOCV,52,receive_schedule,0.0
E4_LOOCV,52,receive_date_schedule_status,0.0
E4_LOOCV,52,receive_month_end_flag,0.0
E4_LOOCV,52,limited_receive_schedule_flag,0.5612591307470657
E4_LOOCV,52,cutoff_value_feature,0.0
E4_LOOCV,52,days_to_cutoff_feature,0.40619312002867575
E4_LOOCV,52,next_receive_day_gap_feature,0.0
E4_LOOCV,52,receive_weekday_code,0.0
E4_LOOCV,52,receive_week_of_month,0.0
E4_LOOCV,52,receive_day_of_month,0.03254774922425865
E4_LOOCV,53,cutoff_rule,0.0
E4_LOOCV,53,receive_day_code,0.0
E4_LOOCV,53,receive_schedule,0.5612591307470656
E4_LOOCV,53,receive_date_schedule_status,0.0
E4_LOOCV,53,receive_month_end_flag,0.0
E4_LOOCV,53,limited_receive_schedule_flag,0.0
E4_LOOCV,53,cutoff_value_feature,0.03254774922425865
E4_LOOCV,53,days_to_cutoff_feature,0.4061931200286757
E4_LOOCV,53,next_receive_day_gap_feature,0.0
E4_LOOCV,53,receive_weekday_code,0.0
E4_LOOCV,53,receive_week_of_month,0.0
E4_LOOCV,53,receive_day_of_month,0.0
E4_LOOCV,54,cutoff_rule,0.0
E4_LOOCV,54,receive_day_code,0.5612591307470656
E4_LOOCV,54,receive_schedule,0.0
E4_LOOCV,54,receive_date_schedule_status,0.0
E4_LOOCV,54,receive_month_end_flag,0.0
E4_LOOCV,54,limited_receive_schedule_flag,0.0
E4_LOOCV,54,cutoff_value_feature,0.03254774922425865
E4_LOOCV,54,days_to_cutoff_feature,0.4061931200286757
E4_LOOCV,54,next_receive_day_gap_feature,0.0
E4_LOOCV,54,receive_weekday_code,0.0
E4_LOOCV,54,receive_week_of_month,0.0
E4_LOOCV,54,receive_day_of_month,0.0
E4_LOOCV,55,cutoff_rule,0.0
E4_LOOCV,55,receive_day_code,0.0
E4_LOOCV,55,receive_schedule,0.0
E4_LOOCV,55,receive_date_schedule_status,0.0
E4_LOOCV,55,receive_month_end_flag,0.0
E4_LOOCV,55,limited_receive_schedule_flag,0.5685689904524986
E4_LOOCV,55,cutoff_value_feature,0.0
E4_LOOCV,55,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,55,next_receive_day_gap_feature,0.0
E4_LOOCV,55,receive_weekday_code,0.0
E4_LOOCV,55,receive_week_of_month,0.0
E4_LOOCV,55,receive_day_of_month,0.032824288042099393
E4_LOOCV,56,cutoff_rule,0.0
E4_LOOCV,56,receive_day_code,0.0
E4_LOOCV,56,receive_schedule,0.0
E4_LOOCV,56,receive_date_schedule_status,0.0
E4_LOOCV,56,receive_month_end_flag,0.0
E4_LOOCV,56,limited_receive_schedule_flag,0.5685689904524985
E4_LOOCV,56,cutoff_value_feature,0.0
E4_LOOCV,56,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,56,next_receive_day_gap_feature,0.0
E4_LOOCV,56,receive_weekday_code,0.0
E4_LOOCV,56,receive_week_of_month,0.0
E4_LOOCV,56,receive_day_of_month,0.032824288042099393
E4_LOOCV,57,cutoff_rule,0.0
E4_LOOCV,57,receive_day_code,0.0
E4_LOOCV,57,receive_schedule,0.5685689904524986
E4_LOOCV,57,receive_date_schedule_status,0.0
E4_LOOCV,57,receive_month_end_flag,0.0
E4_LOOCV,57,limited_receive_schedule_flag,0.0
E4_LOOCV,57,cutoff_value_feature,0.0
E4_LOOCV,57,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,57,next_receive_day_gap_feature,0.0
E4_LOOCV,57,receive_weekday_code,0.0
E4_LOOCV,57,receive_week_of_month,0.0
E4_LOOCV,57,receive_day_of_month,0.032824288042099393
E4_LOOCV,58,cutoff_rule,0.0
E4_LOOCV,58,receive_day_code,0.0
E4_LOOCV,58,receive_schedule,0.0
E4_LOOCV,58,receive_date_schedule_status,0.0
E4_LOOCV,58,receive_month_end_flag,0.0
E4_LOOCV,58,limited_receive_schedule_flag,0.5685689904524986
E4_LOOCV,58,cutoff_value_feature,0.0
E4_LOOCV,58,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,58,next_receive_day_gap_feature,0.0
E4_LOOCV,58,receive_weekday_code,0.0
E4_LOOCV,58,receive_week_of_month,0.0
E4_LOOCV,58,receive_day_of_month,0.032824288042099393
E4_LOOCV,59,cutoff_rule,0.0
E4_LOOCV,59,receive_day_code,0.0
E4_LOOCV,59,receive_schedule,0.5612591307470656
E4_LOOCV,59,receive_date_schedule_status,0.0
E4_LOOCV,59,receive_month_end_flag,0.0
E4_LOOCV,59,limited_receive_schedule_flag,0.0
E4_LOOCV,59,cutoff_value_feature,0.0
E4_LOOCV,59,days_to_cutoff_feature,0.4387408692529344
E4_LOOCV,59,next_receive_day_gap_feature,0.0
E4_LOOCV,59,receive_weekday_code,0.0
E4_LOOCV,59,receive_week_of_month,0.0
E4_LOOCV,59,receive_day_of_month,0.0
E4_LOOCV,60,cutoff_rule,0.0
E4_LOOCV,60,receive_day_code,0.0
E4_LOOCV,60,receive_schedule,0.5685689904524986
E4_LOOCV,60,receive_date_schedule_status,0.0
E4_LOOCV,60,receive_month_end_flag,0.0
E4_LOOCV,60,limited_receive_schedule_flag,0.0
E4_LOOCV,60,cutoff_value_feature,0.0
E4_LOOCV,60,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,60,next_receive_day_gap_feature,0.0
E4_LOOCV,60,receive_weekday_code,0.0
E4_LOOCV,60,receive_week_of_month,0.0
E4_LOOCV,60,receive_day_of_month,0.032824288042099393
E4_LOOCV,61,cutoff_rule,0.0
E4_LOOCV,61,receive_day_code,0.0
E4_LOOCV,61,receive_schedule,0.5685689904524986
E4_LOOCV,61,receive_date_schedule_status,0.0
E4_LOOCV,61,receive_month_end_flag,0.0
E4_LOOCV,61,limited_receive_schedule_flag,0.0
E4_LOOCV,61,cutoff_value_feature,0.03282428804209939
E4_LOOCV,61,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,61,next_receive_day_gap_feature,0.0
E4_LOOCV,61,receive_weekday_code,0.0
E4_LOOCV,61,receive_week_of_month,0.0
E4_LOOCV,61,receive_day_of_month,0.0
E4_LOOCV,62,cutoff_rule,0.0
E4_LOOCV,62,receive_day_code,0.0
E4_LOOCV,62,receive_schedule,0.5685689904524986
E4_LOOCV,62,receive_date_schedule_status,0.0
E4_LOOCV,62,receive_month_end_flag,0.0
E4_LOOCV,62,limited_receive_schedule_flag,0.0
E4_LOOCV,62,cutoff_value_feature,0.0
E4_LOOCV,62,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,62,next_receive_day_gap_feature,0.0
E4_LOOCV,62,receive_weekday_code,0.0
E4_LOOCV,62,receive_week_of_month,0.0
E4_LOOCV,62,receive_day_of_month,0.032824288042099393
E4_LOOCV,63,cutoff_rule,0.0
E4_LOOCV,63,receive_day_code,0.0
E4_LOOCV,63,receive_schedule,0.0
E4_LOOCV,63,receive_date_schedule_status,0.0
E4_LOOCV,63,receive_month_end_flag,0.0
E4_LOOCV,63,limited_receive_schedule_flag,0.6031026605544183
E4_LOOCV,63,cutoff_value_feature,0.0
E4_LOOCV,63,days_to_cutoff_feature,0.3635902042028625
E4_LOOCV,63,next_receive_day_gap_feature,0.0
E4_LOOCV,63,receive_weekday_code,0.0
E4_LOOCV,63,receive_week_of_month,0.0
E4_LOOCV,63,receive_day_of_month,0.03330713524271925
E4_LOOCV,64,cutoff_rule,0.0
E4_LOOCV,64,receive_day_code,0.0
E4_LOOCV,64,receive_schedule,0.5685689904524986
E4_LOOCV,64,receive_date_schedule_status,0.0
E4_LOOCV,64,receive_month_end_flag,0.0
E4_LOOCV,64,limited_receive_schedule_flag,0.0
E4_LOOCV,64,cutoff_value_feature,0.03282428804209939
E4_LOOCV,64,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,64,next_receive_day_gap_feature,0.0
E4_LOOCV,64,receive_weekday_code,0.0
E4_LOOCV,64,receive_week_of_month,0.0
E4_LOOCV,64,receive_day_of_month,0.0
E4_LOOCV,65,cutoff_rule,0.0
E4_LOOCV,65,receive_day_code,0.0
E4_LOOCV,65,receive_schedule,0.5612591307470657
E4_LOOCV,65,receive_date_schedule_status,0.0
E4_LOOCV,65,receive_month_end_flag,0.0
E4_LOOCV,65,limited_receive_schedule_flag,0.0
E4_LOOCV,65,cutoff_value_feature,0.0
E4_LOOCV,65,days_to_cutoff_feature,0.40619312002867575
E4_LOOCV,65,next_receive_day_gap_feature,0.0
E4_LOOCV,65,receive_weekday_code,0.0
E4_LOOCV,65,receive_week_of_month,0.0
E4_LOOCV,65,receive_day_of_month,0.03254774922425865
E4_LOOCV,66,cutoff_rule,0.0
E4_LOOCV,66,receive_day_code,0.0
E4_LOOCV,66,receive_schedule,0.0
E4_LOOCV,66,receive_date_schedule_status,0.0
E4_LOOCV,66,receive_month_end_flag,0.0
E4_LOOCV,66,limited_receive_schedule_flag,0.5685689904524986
E4_LOOCV,66,cutoff_value_feature,0.0
E4_LOOCV,66,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,66,next_receive_day_gap_feature,0.0
E4_LOOCV,66,receive_weekday_code,0.0
E4_LOOCV,66,receive_week_of_month,0.0
E4_LOOCV,66,receive_day_of_month,0.032824288042099393
E4_LOOCV,67,cutoff_rule,0.0
E4_LOOCV,67,receive_day_code,0.0
E4_LOOCV,67,receive_schedule,0.5685689904524986
E4_LOOCV,67,receive_date_schedule_status,0.0
E4_LOOCV,67,receive_month_end_flag,0.0
E4_LOOCV,67,limited_receive_schedule_flag,0.0
E4_LOOCV,67,cutoff_value_feature,0.0
E4_LOOCV,67,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,67,next_receive_day_gap_feature,0.0
E4_LOOCV,67,receive_weekday_code,0.0
E4_LOOCV,67,receive_week_of_month,0.0
E4_LOOCV,67,receive_day_of_month,0.032824288042099393
E4_LOOCV,68,cutoff_rule,0.0
E4_LOOCV,68,receive_day_code,0.5685689904524986
E4_LOOCV,68,receive_schedule,0.0
E4_LOOCV,68,receive_date_schedule_status,0.0
E4_LOOCV,68,receive_month_end_flag,0.0
E4_LOOCV,68,limited_receive_schedule_flag,0.0
E4_LOOCV,68,cutoff_value_feature,0.0
E4_LOOCV,68,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,68,next_receive_day_gap_feature,0.0
E4_LOOCV,68,receive_weekday_code,0.0
E4_LOOCV,68,receive_week_of_month,0.0
E4_LOOCV,68,receive_day_of_month,0.03282428804209939
E4_LOOCV,69,cutoff_rule,0.0
E4_LOOCV,69,receive_day_code,0.5685689904524986
E4_LOOCV,69,receive_schedule,0.0
E4_LOOCV,69,receive_date_schedule_status,0.0
E4_LOOCV,69,receive_month_end_flag,0.0
E4_LOOCV,69,limited_receive_schedule_flag,0.0
E4_LOOCV,69,cutoff_value_feature,0.03282428804209939
E4_LOOCV,69,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,69,next_receive_day_gap_feature,0.0
E4_LOOCV,69,receive_weekday_code,0.0
E4_LOOCV,69,receive_week_of_month,0.0
E4_LOOCV,69,receive_day_of_month,0.0
E4_LOOCV,70,cutoff_rule,0.0
E4_LOOCV,70,receive_day_code,0.0
E4_LOOCV,70,receive_schedule,0.5612591307470657
E4_LOOCV,70,receive_date_schedule_status,0.0
E4_LOOCV,70,receive_month_end_flag,0.0
E4_LOOCV,70,limited_receive_schedule_flag,0.0
E4_LOOCV,70,cutoff_value_feature,0.0
E4_LOOCV,70,days_to_cutoff_feature,0.40619312002867575
E4_LOOCV,70,next_receive_day_gap_feature,0.0
E4_LOOCV,70,receive_weekday_code,0.0
E4_LOOCV,70,receive_week_of_month,0.0
E4_LOOCV,70,receive_day_of_month,0.03254774922425865
E4_LOOCV,71,cutoff_rule,0.0
E4_LOOCV,71,receive_day_code,0.0
E4_LOOCV,71,receive_schedule,0.5612591307470656
E4_LOOCV,71,receive_date_schedule_status,0.0
E4_LOOCV,71,receive_month_end_flag,0.0
E4_LOOCV,71,limited_receive_schedule_flag,0.0
E4_LOOCV,71,cutoff_value_feature,0.03254774922425865
E4_LOOCV,71,days_to_cutoff_feature,0.4061931200286757
E4_LOOCV,71,next_receive_day_gap_feature,0.0
E4_LOOCV,71,receive_weekday_code,0.0
E4_LOOCV,71,receive_week_of_month,0.0
E4_LOOCV,71,receive_day_of_month,0.0
E4_LOOCV,72,cutoff_rule,0.0
E4_LOOCV,72,receive_day_code,0.5612591307470656
E4_LOOCV,72,receive_schedule,0.0
E4_LOOCV,72,receive_date_schedule_status,0.0
E4_LOOCV,72,receive_month_end_flag,0.0
E4_LOOCV,72,limited_receive_schedule_flag,0.0
E4_LOOCV,72,cutoff_value_feature,0.03254774922425865
E4_LOOCV,72,days_to_cutoff_feature,0.4061931200286757
E4_LOOCV,72,next_receive_day_gap_feature,0.0
E4_LOOCV,72,receive_weekday_code,0.0
E4_LOOCV,72,receive_week_of_month,0.0
E4_LOOCV,72,receive_day_of_month,0.0
E4_LOOCV,73,cutoff_rule,0.0
E4_LOOCV,73,receive_day_code,0.0
E4_LOOCV,73,receive_schedule,0.5685689904524986
E4_LOOCV,73,receive_date_schedule_status,0.0
E4_LOOCV,73,receive_month_end_flag,0.0
E4_LOOCV,73,limited_receive_schedule_flag,0.0
E4_LOOCV,73,cutoff_value_feature,0.03282428804209939
E4_LOOCV,73,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,73,next_receive_day_gap_feature,0.0
E4_LOOCV,73,receive_weekday_code,0.0
E4_LOOCV,73,receive_week_of_month,0.0
E4_LOOCV,73,receive_day_of_month,0.0
E4_LOOCV,74,cutoff_rule,0.0
E4_LOOCV,74,receive_day_code,0.0
E4_LOOCV,74,receive_schedule,0.04697729941034439
E4_LOOCV,74,receive_date_schedule_status,0.0
E4_LOOCV,74,receive_month_end_flag,0.0
E4_LOOCV,74,limited_receive_schedule_flag,0.560248926904567
E4_LOOCV,74,cutoff_value_feature,0.0
E4_LOOCV,74,days_to_cutoff_feature,0.39277377368508865
E4_LOOCV,74,next_receive_day_gap_feature,0.0
E4_LOOCV,74,receive_weekday_code,0.0
E4_LOOCV,74,receive_week_of_month,0.0
E4_LOOCV,74,receive_day_of_month,0.0
E4_LOOCV,75,cutoff_rule,0.0
E4_LOOCV,75,receive_day_code,0.0
E4_LOOCV,75,receive_schedule,0.0
E4_LOOCV,75,receive_date_schedule_status,0.0
E4_LOOCV,75,receive_month_end_flag,0.0
E4_LOOCV,75,limited_receive_schedule_flag,0.5685689904524986
E4_LOOCV,75,cutoff_value_feature,0.03282428804209939
E4_LOOCV,75,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,75,next_receive_day_gap_feature,0.0
E4_LOOCV,75,receive_weekday_code,0.0
E4_LOOCV,75,receive_week_of_month,0.0
E4_LOOCV,75,receive_day_of_month,0.0
E4_LOOCV,76,cutoff_rule,0.0
E4_LOOCV,76,receive_day_code,0.0
E4_LOOCV,76,receive_schedule,0.0
E4_LOOCV,76,receive_date_schedule_status,0.0
E4_LOOCV,76,receive_month_end_flag,0.0
E4_LOOCV,76,limited_receive_schedule_flag,0.5685689904524986
E4_LOOCV,76,cutoff_value_feature,0.0
E4_LOOCV,76,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,76,next_receive_day_gap_feature,0.0
E4_LOOCV,76,receive_weekday_code,0.0
E4_LOOCV,76,receive_week_of_month,0.0
E4_LOOCV,76,receive_day_of_month,0.032824288042099393
E4_LOOCV,77,cutoff_rule,0.0
E4_LOOCV,77,receive_day_code,0.0
E4_LOOCV,77,receive_schedule,0.5685689904524986
E4_LOOCV,77,receive_date_schedule_status,0.0
E4_LOOCV,77,receive_month_end_flag,0.0
E4_LOOCV,77,limited_receive_schedule_flag,0.0
E4_LOOCV,77,cutoff_value_feature,0.0
E4_LOOCV,77,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,77,next_receive_day_gap_feature,0.0
E4_LOOCV,77,receive_weekday_code,0.0
E4_LOOCV,77,receive_week_of_month,0.0
E4_LOOCV,77,receive_day_of_month,0.032824288042099393
E4_LOOCV,78,cutoff_rule,0.0
E4_LOOCV,78,receive_day_code,0.5612591307470656
E4_LOOCV,78,receive_schedule,0.0
E4_LOOCV,78,receive_date_schedule_status,0.0
E4_LOOCV,78,receive_month_end_flag,0.0
E4_LOOCV,78,limited_receive_schedule_flag,0.0
E4_LOOCV,78,cutoff_value_feature,0.0
E4_LOOCV,78,days_to_cutoff_feature,0.4061931200286757
E4_LOOCV,78,next_receive_day_gap_feature,0.0
E4_LOOCV,78,receive_weekday_code,0.0
E4_LOOCV,78,receive_week_of_month,0.0
E4_LOOCV,78,receive_day_of_month,0.03254774922425865
E4_LOOCV,79,cutoff_rule,0.0
E4_LOOCV,79,receive_day_code,0.0
E4_LOOCV,79,receive_schedule,0.0
E4_LOOCV,79,receive_date_schedule_status,0.0
E4_LOOCV,79,receive_month_end_flag,0.0
E4_LOOCV,79,limited_receive_schedule_flag,0.6031026605544183
E4_LOOCV,79,cutoff_value_feature,0.03330713524271925
E4_LOOCV,79,days_to_cutoff_feature,0.3635902042028625
E4_LOOCV,79,next_receive_day_gap_feature,0.0
E4_LOOCV,79,receive_weekday_code,0.0
E4_LOOCV,79,receive_week_of_month,0.0
E4_LOOCV,79,receive_day_of_month,0.0
E4_LOOCV,80,cutoff_rule,0.0
E4_LOOCV,80,receive_day_code,0.5685689904524986
E4_LOOCV,80,receive_schedule,0.0
E4_LOOCV,80,receive_date_schedule_status,0.0
E4_LOOCV,80,receive_month_end_flag,0.0
E4_LOOCV,80,limited_receive_schedule_flag,0.0
E4_LOOCV,80,cutoff_value_feature,0.03282428804209939
E4_LOOCV,80,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,80,next_receive_day_gap_feature,0.0
E4_LOOCV,80,receive_weekday_code,0.0
E4_LOOCV,80,receive_week_of_month,0.0
E4_LOOCV,80,receive_day_of_month,0.0
E4_LOOCV,81,cutoff_rule,0.0
E4_LOOCV,81,receive_day_code,0.0
E4_LOOCV,81,receive_schedule,0.0
E4_LOOCV,81,receive_date_schedule_status,0.0
E4_LOOCV,81,receive_month_end_flag,0.0
E4_LOOCV,81,limited_receive_schedule_flag,0.5685689904524985
E4_LOOCV,81,cutoff_value_feature,0.032824288042099393
E4_LOOCV,81,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,81,next_receive_day_gap_feature,0.0
E4_LOOCV,81,receive_weekday_code,0.0
E4_LOOCV,81,receive_week_of_month,0.0
E4_LOOCV,81,receive_day_of_month,0.0
E4_LOOCV,82,cutoff_rule,0.0
E4_LOOCV,82,receive_day_code,0.0
E4_LOOCV,82,receive_schedule,0.5685689904524986
E4_LOOCV,82,receive_date_schedule_status,0.0
E4_LOOCV,82,receive_month_end_flag,0.0
E4_LOOCV,82,limited_receive_schedule_flag,0.0
E4_LOOCV,82,cutoff_value_feature,0.0
E4_LOOCV,82,days_to_cutoff_feature,0.398606721505402
E4_LOOCV,82,next_receive_day_gap_feature,0.0
E4_LOOCV,82,receive_weekday_code,0.0
E4_LOOCV,82,receive_week_of_month,0.0
